institution_id,institution_display_name,institution_type,institution_country_code,simplified_institution_category,target_firm_label
I2800717037,University of Florida Health,education,US,education,Other
I33213144,University of Florida,education,US,education,Other
I4390039331,UF Health Cancer Center,healthcare,,healthcare,Other
I4210127875,Nvidia (United States),company,US,company,NVIDIA
I94062374,Florida College,education,US,education,Other
I74973139,Carnegie Mellon University,education,US,education,Other
I4210087915,Massachusetts General Hospital,healthcare,US,healthcare,Other
I27804330,Brown University,education,US,education,Other
I2801652605,Warren Alpert Foundation,nonprofit,US,nonprofit,Other
I1300699541,SeaWorld Entertainment,other,US,unknown,Other
I200769079,Hong Kong University of Science and Technology,education,HK,education,Other
I78988378,Renmin University of China,education,CN,education,Other
I1291425158,Google (United States),company,US,company,Google / Google DeepMind / DeepMind
I9927081,Aalto University,education,FI,education,Other
I154130895,University of Auckland,education,NZ,education,Other
I2801851002,Harvard University Press,other,US,unknown,Other
I219193219,Purdue University West Lafayette,education,US,education,Other
I136199984,Harvard University,education,US,education,Other
I201448701,University of Washington,education,US,education,Other
I22465464,University of Münster,education,DE,education,Other
I84392919,Temple University,education,US,education,Other
I36258959,University of California San Diego,education,US,education,Other
I175594653,John Brown University,education,US,education,Other
I205783295,Cornell University,education,US,education,Other
I72816309,Drexel University,education,US,education,Other
I32480017,Florida Polytechnic University,education,US,education,Other
I2613432,University of South Florida,education,US,education,Other
I79576946,University of Pennsylvania,education,US,education,Other
I32971472,Yale University,education,US,education,Other
I100930933,University College Dublin,education,IE,education,Other
I181231927,National University of Ireland,education,IE,education,Other
I4654613,University of Warsaw,education,PL,education,Other
I142263535,University of Nottingham,education,GB,education,Other
I172675005,Nanyang Technological University,education,SG,education,Other
I74775410,Rice University,education,US,education,Other
I202697423,University of Zurich,education,CH,education,Other
I54157616,Swiss Finance Institute,education,CH,education,Other
I24185976,Sichuan University,education,CN,education,Other
I64852412,Sichuan University of Science and Engineering,education,CN,education,Other
I4210100430,Google (Switzerland),company,CH,company,Google / Google DeepMind / DeepMind
I5124864,École Polytechnique Fédérale de Lausanne,education,CH,education,Other
I151746483,University of Waterloo,education,CA,education,Other
I4210167039,ServiceNow (United States),company,US,company,Other
I100066346,University of Stuttgart,education,DE,education,Other
I4210137306,Stanford Medicine,healthcare,US,healthcare,Other
I97018004,Stanford University,education,US,education,Other
I2250653659,Tencent (China),company,CN,company,Other
I183067930,Shanghai Jiao Tong University,education,CN,education,Other
I189196454,The University of Texas at Arlington,education,US,education,Other
I4210159420,Shanghai Children's Hospital,healthcare,CN,healthcare,Other
I31512782,Technische Universität Darmstadt,education,DE,education,Other
I4210138519,DIPF | Leibniz Institute for Research and Information in Education,facility,DE,research_institute,Other
I4392021234,Hessian Center for Artificial Intelligence,facility,DE,research_institute,Other
I177802217,University of Mannheim,education,DE,education,Other
I204136569,The Open University,education,GB,education,Other
I60205797,Abilene Christian University,education,US,education,Other
I59270414,Indian Institute of Science Bangalore,education,IN,education,Other
I4432739,University of Bergen,education,NO,education,Other
I59422894,University of South Florida Sarasota–Manatee,education,US,education,Other
I138006243,University of Arizona,education,US,education,Other
I1335043937,UF Health Shands Hospital,healthcare,US,healthcare,Other
I61515104,University of Florida Health Science Center,education,US,education,Other
I40120149,University of Oxford,education,GB,education,Other
I4210156221,Allen Institute for Artificial Intelligence,nonprofit,US,nonprofit,Other
I24943067,Fudan University,education,CN,education,Other
I66867065,East China Normal University,education,CN,education,Other
I57206974,New York University,education,US,education,Other
I859038795,Virginia Tech,education,US,education,Other
I74656192,University of Göttingen,education,DE,education,Other
I1332474105,Mercedes-Benz (Germany),company,DE,company,Other
I71209653,Bocconi University,education,IT,education,Other
I1313323035,Russian Academy of Sciences,government,RU,government,Other
I157725225,University of Illinois Urbana-Champaign,education,US,education,Other
I63190737,"University at Buffalo, State University of New York",education,US,education,Other
I100005738,Brigham Young University,education,US,education,Other
I63966007,Massachusetts Institute of Technology,education,US,education,Other
I165779595,The University of Melbourne,education,AU,education,Other
I165932596,National University of Singapore,education,SG,education,Other
I4210107658,Machine Intelligence Research Labs,facility,US,research_institute,Other
I251424209,Universitat de Girona,education,ES,education,Other
I54009628,University of Bayreuth,education,DE,education,Other
I4210090411,Google DeepMind (United Kingdom),company,GB,company,Google / Google DeepMind / DeepMind
I122411786,California Institute of Technology,education,US,education,Other
I185261750,University of Toronto,education,CA,education,Other
I1341412227,IBM (United States),company,US,company,Other
I4210105678,Microsoft (Finland),company,FI,company,Microsoft
I5388228,University of Rochester,education,US,education,Other
I20089843,Princeton University,education,US,education,Other
I1311688040,Amazon (United States),company,US,company,Amazon
I192545095,United States Military Academy,education,US,education,Other
I28407311,University of Manchester,education,GB,education,Other
I2252078561,Meta (Israel),company,IL,company,Other
I13955877,Bar-Ilan University,education,IL,education,Other
I4210156583,Laboratoire d'Informatique de Paris-Nord,facility,FR,research_institute,Other
I178450904,Universidad Nacional de Educación a Distancia,education,ES,education,Other
I4210103399,Saudi Heart Association,nonprofit,SA,nonprofit,Other
I4210140341,Allen Institute,nonprofit,US,nonprofit,Other
I4210116052,Inception Institute of Artificial Intelligence,facility,AE,research_institute,Other
I2801239119,Australian Regenerative Medicine Institute,facility,AU,research_institute,Other
I4210113480,Mohamed bin Zayed University of Artificial Intelligence,education,AE,education,Other
I56590836,Monash University,education,AU,education,Other
I102134673,Linköping University,education,SE,education,Other
I156087764,"University of California, Merced",education,US,education,Other
I193775966,Yonsei University,education,KR,education,Other
I4403386650,Centre de Robotique,education,,education,Other
I98677209,University of Edinburgh,education,GB,education,Other
I118501908,National Research University Higher School of Economics,education,RU,education,Other
I1294991024,Air University,education,US,education,Other
I4387154232,AIR Institute,nonprofit,,nonprofit,Other
I177605424,Amherst College,education,US,education,Other
I24603500,University of Massachusetts Amherst,education,US,education,Other
I4210095624,Alibaba Group (United States),company,US,company,Other
I4210100255,Beijing Academy of Artificial Intelligence,other,CN,unknown,Other
I99065089,Tsinghua University,education,CN,education,Other
I4210122302,ShangHai JiAi Genetics & IVF Institute,healthcare,CN,healthcare,Other
I39804081,Sorbonne Université,education,FR,education,Other
I4389425355,"Sciences, Normes, Démocratie",facility,FR,research_institute,Other
I55016150,Manav Rachna International Institute of Research and Studies,education,IN,education,Other
I1323093577,BML Munjal University,education,IN,education,Other
I114027177,University of North Carolina at Chapel Hill,education,US,education,Other
I1333535994,University of North Carolina Health Care,healthcare,US,healthcare,Other
I91136226,University of Sheffield,education,GB,education,Other
I1305429384,JPMorgan Chase & Co (United States),company,US,company,Other
I130701444,Georgia Institute of Technology,education,US,education,Other
I68891433,Indian Institute of Technology Delhi,education,IN,education,Other
I4210086768,Max Planck Institute for Empirical Aesthetics,facility,DE,research_institute,Other
I174306211,Technion – Israel Institute of Technology,education,IL,education,Other
I16391192,Tel Aviv University,education,IL,education,Other
I4210099312,Shandong Jiaotong University,education,CN,education,Other
I142606810,Pacific Northwest National Laboratory,facility,US,research_institute,Other
I120156002,Boise State University,education,US,education,Other
I4210155084,Computer Based Training for Cognitive Behavioral Therapy,facility,US,research_institute,Other
I96673099,Technical University of Denmark,education,DK,education,Other
I124055696,University of Copenhagen,education,DK,education,Other
I3018001382,AIMST University,education,MY,education,Other
I2802567020,Copenhagen University Hospital,healthcare,DK,healthcare,Other
I2802709434,Rigshospitalet,healthcare,DK,healthcare,Other
I4210111817,Denmark Technical College,education,US,education,Other
I156983542,Jordan University of Science and Technology,education,JO,education,Other
I24676775,Indian Institute of Technology Madras,education,IN,education,Other
I2801134892,Novo Nordisk Foundation,facility,DK,research_institute,Other
I139759216,Beijing University of Posts and Telecommunications,education,CN,education,Other
I4210113369,Microsoft Research Asia (China),company,CN,company,Microsoft
I1290206253,Microsoft (United States),company,US,company,Microsoft
I20231570,Peking University,education,CN,education,Other
I60922564,Naver (South Korea),company,KR,company,Other
I20121455,Bielefeld University,education,DE,education,Other
I203082224,Hochschule Bielefeld,education,DE,education,Other
I4210137396,Centre de Recherche en Économie et Statistique,facility,FR,research_institute,Other
I45129253,University College London,education,GB,education,Other
I84009706,ENSAE Paris,education,FR,education,Other
I2802641067,Leverhulme Trust,nonprofit,GB,nonprofit,Other
I4210087059,Technology Innovation Institute,facility,AE,research_institute,Other
I1299303238,National Institutes of Health,government,US,government,Other
I4210088243,National Institute of Biomedical Imaging and Bioengineering,facility,US,research_institute,Other
I4210140884,National Cancer Institute,government,US,government,Other
I4210155647,National Institutes of Health Clinical Center,healthcare,US,healthcare,Other
I111979921,Northwestern University,education,US,education,Other
I2800548410,United States National Library of Medicine,archive,US,research_institute,Other
I3131163126,Negros Oriental State University,education,PH,education,Other
I241749,University of Cambridge,education,GB,education,Other
I40347166,University of Chicago,education,US,education,Other
I2738703131,Commissariat à l'Énergie Atomique et aux Énergies Alternatives,government,FR,government,Other
I277688954,Université Paris-Saclay,education,FR,education,Other
I4210126360,Centre Inria de Saclay,facility,FR,research_institute,Other
I4210128565,CEA Paris-Saclay,government,FR,government,Other
I1294671590,Centre National de la Recherche Scientifique,government,FR,government,Other
I2746051580,Université Paris Sciences et Lettres,education,FR,education,Other
I29607241,École Normale Supérieure - PSL,other,FR,unknown,Other
I4210103330,École Normale Supérieure,education,BI,education,Other
I4210114444,Meta (United States),company,US,company,Other
I4210114522,Institut Jean Nicod,facility,FR,research_institute,Other
I4210127509,Vector Institute,facility,CA,research_institute,Other
I109736498,Canadian Institute for Advanced Research,facility,CA,research_institute,Other
I150468666,Emory University,education,US,education,Other
I59553526,Stony Brook University,education,US,education,Other
I191420491,Universidad de Jaén,education,ES,education,Other
I4210155419,Center for Systems Biology,facility,US,research_institute,Other
I4210088242,ProterixBio (United States),company,US,company,Other
I78577930,Columbia University,education,US,education,Other
I2799503643,Columbia University Irving Medical Center,healthcare,US,healthcare,Other
I4391012619,Shanghai Artificial Intelligence Laboratory,facility,,research_institute,Other
I4210114105,Tsinghua–Berkeley Shenzhen Institute,facility,CN,research_institute,Other
I889458895,University of Hong Kong,education,HK,education,Other
I123900574,Pohang University of Science and Technology,education,KR,education,Other
I2250650973,Samsung (South Korea),company,KR,company,Other
I87445476,Xi'an Jiaotong University,education,CN,education,Other
I1311191458,La Jolla Institute for Immunology,nonprofit,US,nonprofit,Other
I4210124949,Microsoft Research (India),company,IN,company,Microsoft
I181369854,Friedrich-Alexander-Universität Erlangen-Nürnberg,education,DE,education,Other
I131579929,Mansfield University,education,US,education,Other
I1325290502,Economic Policy Institute,nonprofit,US,nonprofit,Other
I4210100468,University Hospital of Zurich,funder,CH,unknown,Other
I4210148186,Google (Canada),company,CA,company,Google / Google DeepMind / DeepMind
I84218800,"University of California, Davis",education,US,education,Other
I197251160,Hebrew University of Jerusalem,education,IL,education,Other
I124227911,Ben-Gurion University of the Negev,education,IL,education,Other
I4210113520,Brain (Germany),company,DE,company,Other
I36788626,California University of Pennsylvania,education,US,education,Other
I4210149706,New College,education,GB,education,Other
I1174212,University of Southern California,education,US,education,Other
I2800817003,California Southern University,education,US,education,Other
I4210113821,"Indian Institute of Information Technology, Pune",education,IN,education,Other
I182534213,Universidade do Porto,education,PT,education,Other
I4210142583,Snap (United States),company,US,company,Other
I4210166615,INESC TEC,nonprofit,PT,nonprofit,Other
I79510175,Cardiff University,education,GB,education,Other
I47720641,Huazhong University of Science and Technology,education,CN,education,Other
I71920554,King Abdullah University of Science and Technology,education,SA,education,Other
I4210108778,Fresenius (Germany),company,DE,company,Other
I4210147348,Northwestern Medicine,healthcare,US,healthcare,Other
I98358874,Delft University of Technology,education,NL,education,Other
I1321296531,National Institute of Standards and Technology,funder,US,research_institute,Other
I4210097074,Theiss Research,nonprofit,US,nonprofit,Other
I4210138675,National Labor College,education,US,education,Other
I4210147263,Material Measurement Laboratory,government,US,government,Other
I148283060,Lawrence Berkeley National Laboratory,facility,US,research_institute,Other
I4210093841,Institute of Applied Mathematics,facility,RU,research_institute,Other
I1292875679,Commonwealth Scientific and Industrial Research Organisation,government,AU,government,Other
I42894916,Data61,other,AU,unknown,Other
I4210087266,Institute of Computer Science,facility,PL,research_institute,Other
I99542240,Polish Academy of Sciences,government,PL,government,Other
I52170813,Ariel University,education,IL,education,Other
I86519309,The University of Texas at Austin,education,US,education,Other
I4210099679,Protein Express (United States),company,US,company,Other
I1344073410,Howard Hughes Medical Institute,facility,US,research_institute,Other
I4210161460,OpenAI (United States),company,US,company,OpenAI
I4401200273,Insilico Medicine (United States),company,,company,Other
I113979032,Twitter (United States),company,US,company,Other
I47508984,Imperial College London,education,GB,education,Other
I95457486,"University of California, Berkeley",education,US,education,Other
I1306409833,Adobe Systems (United States),company,US,company,Other
I4210164937,Microsoft Research (United Kingdom),company,GB,company,Microsoft
I134446601,Berkeley College,education,US,education,Other
I3197470489,Alpha Omega Alpha Medical Honor Society,nonprofit,US,nonprofit,Other
I4210099336,Menlo School,education,US,education,Other
I107639228,University of Notre Dame,education,US,education,Other
I31419693,Kyungpook National University,education,KR,education,Other
I83436808,Hankuk University of Foreign Studies,education,KR,education,Other
I181391015,Universidade Estadual de Campinas (UNICAMP),education,BR,education,Other
I7882870,University of Glasgow,education,GB,education,Other
I121797337,Leiden University,education,NL,education,Other
I57629906,Nile University,education,EG,education,Other
I207547235,Benha University,education,EG,education,Other
I92715842,University of West Bohemia in Pilsen,education,CZ,education,Other
I4210155582,Centre Universitaire de Mila,education,DZ,education,Other
I5023651,McGill University,education,CA,education,Other
I188950975,GlaxoSmithKline (United Kingdom),company,GB,company,Other
I2800110054,Age UK,nonprofit,GB,nonprofit,Other
I183697816,Bangladesh University of Engineering and Technology,education,BD,education,Other
I157485424,Korea Advanced Institute of Science and Technology,education,KR,education,Other
I161318765,"University of California, Los Angeles",education,US,education,Other
I1283280774,Brigham and Women's Hospital,healthcare,US,healthcare,Other
I4800084,Southwest Jiaotong University,education,CN,education,Other
I4210165038,University of Chinese Academy of Sciences,education,CN,education,Other
I4210090176,Institute of Computing Technology,facility,CN,research_institute,Other
I144112489,McGovern Institute for Brain Research,facility,US,research_institute,Other
I4210104429,Institute of Cognitive and Brain Sciences,education,US,education,Other
I4210127055,Athinoula A. Martinos Center for Biomedical Imaging,facility,US,research_institute,Other
I67031392,Carleton University,education,CA,education,Other
I80687555,Israel Electric (Israel),company,IL,company,Other
I4210155268,Salesforce (United States),company,US,company,Other
I162714631,George Mason University,education,US,education,Other
I130769515,Pennsylvania State University,education,US,education,Other
I102322142,"Rutgers, The State University of New Jersey",education,US,education,Other
I4391768151,Toyota Research Institute,facility,,research_institute,Other
I60053951,Universitat Politècnica de València,education,ES,education,Other
I4387154989,Hugging Face,company,US,company,Hugging Face
I110002522,University of Essex,education,GB,education,Other
I4210126245,Wikimedia Foundation,nonprofit,US,nonprofit,Other
I18014758,Simon Fraser University,education,CA,education,Other
I125680101,Turing Institute,facility,GB,research_institute,Other
I4210112368,National Centre for Atmospheric Science,nonprofit,GB,nonprofit,Other
I4210128584,The Alan Turing Institute,facility,GB,research_institute,Other
I4210085920,Shanghai Institute for Science of Science,facility,CN,research_institute,Other
I4210164150,Shanghai Center for Brain Science and Brain-Inspired Technology,facility,CN,research_institute,Other
I2802974365,Shanghai Innovative Research Center of Traditional Chinese Medicine,facility,CN,research_institute,Other
I4210099236,Kootenay Association for Science & Technology,nonprofit,CA,nonprofit,Other
I51556381,University of Virginia,education,US,education,Other
I125989756,Skolkovo Institute of Science and Technology,education,RU,education,Other
I62916508,Technical University of Munich,education,DE,education,Other
I175234967,The Kids Research Institute Australia,nonprofit,AU,nonprofit,Other
I177877127,The University of Western Australia,education,AU,education,Other
I41156924,Victoria University of Wellington,education,NZ,education,Other
I90023481,National Institute of Information and Communications Technology,facility,JP,research_institute,Other
I4210106879,Ohio University,education,US,education,Other
I16733864,National Taiwan University,education,TW,education,Other
I4210096386,Bridge University,education,SS,education,Other
I1286704778,Rutherford Appleton Laboratory,facility,GB,company,Apple
I107672454,Dartmouth College,education,US,education,Other
I181233156,University of Oregon,education,US,education,Other
I98301712,Baidu (China),company,CN,company,Other
I4210113153,Neuroscience Institute,facility,IT,research_institute,Other
I4210158702,Resonance Research (United States),company,US,company,Other
I130238516,University of Minnesota,education,US,education,Other
I166337079,Queen Mary University of London,education,GB,education,Other
I55732556,Arizona State University,education,US,education,Other
I176453806,University of Potsdam,education,DE,education,Other
I141945490,University of British Columbia,education,CA,education,Other
I4210162141,Microsoft (India),company,IN,company,Microsoft
I195460627,University of Aberdeen,education,GB,education,Other
I887064364,University of Amsterdam,education,NL,education,Other
I4210118560,Max Planck Institute for Evolutionary Anthropology,facility,DE,research_institute,Other
I4210130063,Robert S. Peabody Museum of Archaeology,archive,US,research_institute,Other
I102782458,Chittagong University of Engineering & Technology,education,BD,education,Other
I57093077,Swinburne University of Technology,education,AU,education,Other
I91090688,University of Science and Technology Chittagong,education,BD,education,Other
I98259816,"Birkbeck, University of London",education,GB,education,Other
I129774422,University of Vienna,education,AT,education,Other
I186903577,University of Luxembourg,education,LU,education,Other
I39422238,University of Illinois Chicago,education,US,education,Other
I144571360,Viterbo University,education,US,education,Other
I1282105669,Argonne National Laboratory,facility,US,research_institute,Other
I1304085615,Nvidia (United Kingdom),company,GB,company,NVIDIA
I4210135031,Centre Hospitalier d'Arras,healthcare,FR,healthcare,Other
I102502594,Northern Illinois University,education,US,education,Other
I4210112925,Max Planck Institute for Biological Cybernetics,facility,DE,research_institute,Other
I28290843,University of Surrey,education,GB,education,Other
I13469542,Vrije Universiteit Brussel,education,BE,education,Other
I4210114974,IMEC,nonprofit,BE,nonprofit,Other
I204337017,Aarhus University,education,DK,education,Other
I4210143645,Haute École de la Ville de Liège,education,BE,education,Other
I92446798,Colorado State University,education,US,education,Other
I4210158500,National Institute of Mental Health,facility,US,research_institute,Other
I4401041622,Chengdu Technological University,education,,education,Other
I44468530,Qingdao University of Technology,education,CN,education,Other
I157773358,Sun Yat-sen University,education,CN,education,Other
I1316064682,LinkedIn (United States),company,US,company,Other
I19820366,Chinese Academy of Sciences,government,CN,government,Other
I4210134982,Institute of Microbiology,facility,CN,research_institute,Other
I200296433,Chinese Academy of Medical Sciences & Peking Union Medical College,education,CN,education,Other
I4210124148,Microbiology Institute of Shaanxi,facility,CN,research_institute,Other
I4210094879,Shandong Institute of Automation,facility,CN,research_institute,Other
I29739308,Guangxi Normal University,education,CN,education,Other
I126520041,University of Science and Technology of China,education,CN,education,Other
I118347636,Australian National University,education,AU,education,Other
I4210152448,Isotopen Technologien München (Germany),company,DE,company,Other
I4210137766,Institute for Advanced Study,facility,DE,research_institute,Other
I177725633,Chinese University of Hong Kong,education,HK,education,Other
I143288331,Hasso Plattner Institute,facility,DE,research_institute,Other
I4210128910,Group Sense (China),company,CN,company,Other
I3125347698,Babeș-Bolyai University,education,RO,education,Other
I8204097,Ludwig-Maximilians-Universität München,education,DE,education,Other
I178721510,Mitchell College,education,US,education,Other
I83809506,University of South Alabama,education,US,education,Other
I95793202,Otto-von-Guericke-Universität Magdeburg,education,DE,education,Other
I159176309,Universität Hamburg,education,DE,education,Other
I884043246,Hamburg University of Technology,education,DE,education,Other
I122346577,University of Modena and Reggio Emilia,education,IT,education,Other
I4210087982,Fachhochschule Salzburg,education,AT,education,Other
I150545927,MODUL University Vienna,education,AT,education,Other
I15991598,Konan University,education,JP,education,Other
I201537933,Tohoku University,education,JP,education,Other
I4210110652,RIKEN,facility,JP,research_institute,Other
I1322124587,Booz Allen Hamilton (United States),company,US,company,Other
I37461747,Wuhan University,education,CN,education,Other
I4210109712,Max Planck Institute for Informatics,facility,DE,research_institute,Other
I74801974,The University of Tokyo,education,JP,education,Other
I154099455,Shandong University,education,CN,education,Other
I162868743,Tianjin University,education,CN,education,Other
I150229711,University of Electronic Science and Technology of China,education,CN,education,Other
I4210151294,Shandong Women’s University,education,CN,education,Other
I27837315,University of Michigan,education,US,education,Other
I36399199,Nanjing University of Science and Technology,education,CN,education,Other
I4210111179,Michigan United,nonprofit,US,nonprofit,Other
I55124831,"J.C. Bose University of Science & Technology, YMCA",education,IN,education,Other
I56085075,University of Tartu,education,EE,education,Other
I4387152856,Laboratoire Interdisciplinaire des Sciences du Numérique,facility,FR,research_institute,Other
I205274468,Trinity College Dublin,education,IE,education,Other
I2801978097,Los Angeles LGBT Center,other,US,unknown,Other
I57201433,Università della Svizzera italiana,education,CH,education,Other
I16285277,William & Mary,education,US,education,Other
I2799299286,Singapore National Eye Center,healthcare,SG,healthcare,Other
I4210116917,Singapore Eye Research Institute,facility,SG,research_institute,Other
I4210117485,Birmingham and Midland Eye Centre,healthcare,GB,healthcare,Other
I4210126319,Duke-NUS Medical School,education,SG,education,Other
I4210161109,Smith-Kettlewell Eye Research Institute,,US,research_institute,Other
I79619799,University of Birmingham,education,GB,education,Other
I78650965,Technische Universität Dresden,education,DE,education,Other
I887968799,RWTH Aachen University,education,DE,education,Other
I4210162051,University Hospital Carl Gustav Carus,healthcare,DE,healthcare,Other
I2802821144,Center for Environmental Health,facility,US,research_institute,Other
I3018134672,Helmholtz Zentrum München,facility,DE,research_institute,Other
I223822909,Heidelberg University,education,DE,education,Other
I2802164966,University Hospital Heidelberg,healthcare,DE,healthcare,Other
I4210111460,National Center for Tumor Diseases,funder,DE,unknown,Other
I101202996,Semmelweis University,education,HU,education,Other
I4210114277,HUN-REN Veterinary Medical Research Institute,facility,HU,research_institute,Other
I123431417,Scripps Research Institute,nonprofit,US,nonprofit,Other
I4210088273,Align Technology (United States),company,US,company,Other
I180670191,"University of California, San Francisco",education,US,education,Other
I2801935854,SLAC National Accelerator Laboratory,facility,US,research_institute,Other
I4210120900,Stanford Synchrotron Radiation Lightsource,facility,US,research_institute,Other
I88830068,Shaanxi Normal University,education,CN,education,Other
I165733156,University of Georgia,education,US,education,Other
I30809798,ShanghaiTech University,education,CN,education,Other
I4210135459,United Imaging Healthcare (China),company,CN,company,Other
I4210157781,Shanghai Clinical Research Center,facility,CN,research_institute,Other
I1282927834,Cedars-Sinai Medical Center,healthcare,US,healthcare,Other
I4210152471,Weill Cornell Medical College in Qatar,education,QA,education,Other
I4210105992,Qatar Science and Technology Park,archive,QA,research_institute,Other
I36721946,Kuwait University,education,KW,education,Other
I201726411,United Arab Emirates University,education,AE,education,Other
I1332258667,Cape Eleuthera Institute,facility,BS,research_institute,Other
I4210105015,Stanford Health Care,healthcare,US,healthcare,Other
I2800425969,West Coast University,education,US,education,Other
I108290504,University of Pisa,education,IT,education,Other
I4210123352,Bambino Gesù Children's Hospital,healthcare,IT,healthcare,Other
I4210153126,Istituti di Ricovero e Cura a Carattere Scientifico,healthcare,IT,healthcare,Other
I4210119109,Indiana University Bloomington,education,US,education,Other
I112728665,Hannam University,education,KR,education,Other
I1334819555,Memorial Sloan Kettering Cancer Center,healthcare,US,healthcare,Other
I4387153466,Weill Cornell Medicine,education,US,education,Other
I4210096815,Southwestern Medical Center,healthcare,US,healthcare,Other
I867280407,The University of Texas Southwestern Medical Center,healthcare,US,healthcare,Other
I4210153776,Apple (United States),company,US,company,Apple
I118020396,Swarthmore College,education,US,education,Other
I861853513,Sapienza University of Rome,education,IT,education,Other
I123534392,University of North Texas,education,US,education,Other
I93131583,Emporia State University,education,US,education,Other
I4210151378,Zhejiang Tongji Vocational College of Science and Technology,education,CN,education,Other
I143247161,Babasaheb Bhimrao Ambedkar University,education,IN,education,Other
I82462995,Baker University,education,US,education,Other
I4210111288,Meta (United Kingdom),company,GB,company,Other
I183935753,King's College London,education,GB,education,Other
I4210113297,Google (United Kingdom),company,GB,company,Google / Google DeepMind / DeepMind
I135310074,University of Wisconsin–Madison,education,US,education,Other
I100532134,Université Claude Bernard Lyon 1,education,FR,education,Other
I113428412,École Normale Supérieure de Lyon,education,FR,education,Other
I1326498283,Institut national de recherche en sciences et technologies du numérique,government,FR,government,Other
I4210144566,Laboratoire de l'Informatique du Parallélisme,facility,FR,research_institute,Other
I152815399,Singapore University of Technology and Design,education,SG,education,Other
I157582758,SingHealth,healthcare,SG,healthcare,Other
I145311948,Johns Hopkins University,education,US,education,Other
I2799853436,Johns Hopkins Medicine,healthcare,US,healthcare,Other
I138801177,University of Ulster,education,GB,education,Other
I1343551460,The University of Texas MD Anderson Cancer Center,healthcare,US,healthcare,Other
I4210146979,Scripps MD Anderson Cancer Center,healthcare,US,healthcare,Other
I180291457,Mehran University of Engineering and Technology,education,PK,education,Other
I5400463,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,education,PK,education,Other
I201384688,National University of Computer and Emerging Sciences,education,PK,education,Other
I12079687,Edith Cowan University,education,AU,education,Other
I4210095597,King Abdullah International Medical Research Center,facility,SA,research_institute,Other
I185203018,King Saud bin Abdulaziz University for Health Sciences,education,SA,education,Other
I2802517405,King Abdulaziz Medical City,healthcare,SA,healthcare,Other
I4517696,National Guard Health Affairs,healthcare,SA,healthcare,Other
I106778892,Princess Nourah bint Abdulrahman University,education,SA,education,Other
I2800556163,Emory University Hospital,healthcare,US,healthcare,Other
I55769427,Indiana University – Purdue University Indianapolis,education,US,education,Other
I1308548392,Santa Fe Institute,funder,US,unknown,Other
I50760025,Hangzhou Dianzi University,education,CN,education,Other
I52357470,The Ohio State University,education,US,education,Other
I4210118442,Berlin Brandenburg Institute of Advanced Biodiversity Research,other,DE,research_institute,Other
I75951250,Freie Universität Berlin,education,DE,education,Other
I161593684,Stockholm University,education,SE,education,Other
I174216632,City University of New York,education,US,education,Other
I83041322,Brooklyn College,education,US,education,Other
I4210141454,Leibniz-Centre General Linguistics,facility,DE,research_institute,Other
I4210130318,Cooperative Research Centre for Mental Health,facility,AU,research_institute,Other
I159948400,Jinan University,education,CN,education,Other
I90610280,South China University of Technology,education,CN,education,Other
I4210150771,DevCom (Czechia),company,CZ,company,Other
I4210138632,New York Foundation,nonprofit,US,nonprofit,Other
I4391768043,State Key Laboratory of Oral Diseases,facility,,research_institute,Other
I106165777,University of Central Florida,education,US,education,Other
I4210136752,University Transportation Research Center,other,US,unknown,Other
I39343248,Humboldt-Universität zu Berlin,education,DE,education,Other
I4210139777,Berlin Institute of Health at Charité - Universitätsmedizin Berlin,facility,DE,research_institute,Other
I7877124,Charité - Universitätsmedizin Berlin,healthcare,DE,healthcare,Other
I17937529,German Cancer Research Center,facility,DE,research_institute,Other
I21193070,Beijing Jiaotong University,education,CN,education,Other
I60134161,Nagoya University,education,JP,education,Other
I114531698,Tokyo Institute of Technology,education,JP,education,Other
I4210096250,Beijing Institute of Big Data Research,facility,CN,research_institute,Other
I70931966,Université de Montréal,education,CA,education,Other
I1850255,University of Basel,education,CH,education,Other
I82880672,Beihang University,education,CN,education,Other
I3045169105,Southern University of Science and Technology,education,CN,education,Other
I4210165726,Shanghai Municipal Education Commission,government,CN,government,Other
I4210103535,Kangbuk Samsung Hospital,healthcare,KR,healthcare,Other
I848706,Sungkyunkwan University,education,KR,education,Other
I4210155576,Osaka University Hospital,healthcare,JP,healthcare,Other
I98285908,The University of Osaka,education,JP,education,Other
I4210105949,Centre for Eye Research Australia,facility,AU,research_institute,Other
I14243506,Hong Kong Polytechnic University,education,HK,education,Other
I4210112079,Rajavithi Hospital,healthcare,TH,healthcare,Other
I4210150574,Moorfields Eye Hospital,healthcare,GB,healthcare,Other
I98251732,McMaster University,education,CA,education,Other
I204730241,Université Paris Cité,education,FR,education,Other
I4210127304,Fondation de Rothschild,nonprofit,FR,nonprofit,Other
I4210097159,Assistance Publique – Hôpitaux de Paris,healthcare,FR,healthcare,Other
I4210107668,Guangzhou Regenerative Medicine and Health Guangdong Laboratory,facility,CN,research_institute,Other
I183519381,Capital Medical University,education,CN,education,Other
I1294606314,Beijing Tongren Hospital,healthcare,CN,healthcare,Other
I873043661,Voith (United States),company,US,company,Other
I154425047,University of Alberta,education,CA,education,Other
I12912129,Northeastern University,education,US,education,Other
