id,institution_id,institution_name,institution_type,simplified_institution_category,target_firm_label,country_code,publication_count,degree_centrality,weighted_degree,betweenness_centrality,eigenvector_centrality,community
I100005738,I100005738,Brigham Young University,education,education,Other,US,3,0.0007689350249903883,2.0,0.0,0.0007753426622625333,0
I100066346,I100066346,University of Stuttgart,education,education,Other,DE,3,0.002306805074971165,6.0,0.0,0.005262743418850739,67
I10052268,I10052268,New Mexico State University,education,education,Other,US,1,0.00038446751249519417,1.0,0.0,0.00012841003492071546,0
I100532134,I100532134,Université Claude Bernard Lyon 1,education,education,Other,FR,2,0.0038446751249519417,10.0,6.678327439573113e-05,0.0020771435392061928,67
I100633361,I100633361,University of Massachusetts Dartmouth,education,education,Other,US,2,0.0,0.0,0.0,1.3210364050949612e-98,3
I10091056,I10091056,Kanazawa University,education,education,Other,JP,1,0.0011534025374855825,3.0,0.0,0.00048057472427863793,67
I100930933,I100930933,University College Dublin,education,education,Other,IE,11,0.01653210303729335,95.0,0.004122013500617879,0.17461984496386745,5
I101155339,I101155339,Korea Telecom (South Korea),company,company,Other,KR,1,0.00038446751249519417,1.0,0.0,5.949419061728527e-83,6
I101202996,I101202996,Semmelweis University,education,education,Other,HU,1,0.0007689350249903883,2.0,0.0,0.00011560009904729348,7
I101407740,I101407740,Chandigarh University,education,education,Other,IN,4,0.0030757400999615533,8.0,0.002431017655931151,2.876052349603202e-06,105
I101479585,I101479585,South China Agricultural University,education,education,Other,CN,2,0.00038446751249519417,1.0,0.0,5.949419061728527e-83,9
I102015815,I102015815,Christian Brothers University,education,education,Other,US,1,0.00038446751249519417,1.0,0.0,5.949419061728527e-83,10
I102064193,I102064193,University of Siena,education,education,Other,IT,1,0.0,0.0,0.0,1.3210364050949612e-98,11
I102134673,I102134673,Linköping University,education,education,Other,SE,6,0.00461361014994233,13.0,0.0007343090076654092,0.0035725872082974595,12
I102149020,I102149020,University of North Carolina at Charlotte,education,education,Other,US,3,0.011149557862360632,29.0,4.515416020606335e-05,0.004694545157511492,13
I102239671,I102239671,Hamdan Bin Mohammed Smart University,education,education,Other,AE,1,0.0011534025374855825,3.0,0.0,7.004518650652413e-05,13
I102248843,I102248843,Vienna University of Economics and Business,education,education,Other,AT,2,0.004229142637447136,11.0,3.401058764380564e-06,0.0009236506721599307,0
I102322142,I102322142,"Rutgers, The State University of New Jersey",education,education,Other,US,15,0.0196078431372549,58.0,0.005991818021717757,0.015081067799153556,29
I102335020,I102335020,Karlsruhe Institute of Technology,education,education,Other,DE,6,0.007689350249903883,22.0,0.002830974773016296,0.005963573145157098,50
I102461120,I102461120,Marquette University,education,education,Other,US,3,0.0,0.0,0.0,1.3210364050949612e-98,17
I102913810,I102913810,Universiti Malaysia Pahang Al-Sultan Abdullah,education,education,Other,MY,1,0.00038446751249519417,1.0,0.0,9.824510230918605e-07,13
I103163165,I103163165,Florida State University,education,education,Other,US,3,0.0015378700499807767,4.0,0.0006175632646220882,0.00020383152438093922,18
I103193709,I103193709,Adamson University,education,education,Other,PH,1,0.00922722029988466,24.0,0.0,0.001064290692817157,13
I103250015,I103250015,Human Sciences Research Council,nonprofit,nonprofit,Other,ZA,2,0.006151480199923107,16.0,1.508295625942685e-05,0.007075098594234172,19
I103320735,I103320735,Università Cattolica del Sacro Cuore,education,education,Other,IT,1,0.00038446751249519417,1.0,0.0,5.949419061728527e-83,20
I103356709,I103356709,Obuda University,education,education,Other,HU,1,0.0030757400999615533,8.0,0.0,0.003493446083066989,5
I103434671,I103434671,American International University-Bangladesh,education,education,Other,BD,2,0.0011534025374855825,3.0,0.0,2.679380146947152e-67,21
I103531236,I103531236,Boston College,education,education,Other,US,2,0.0011534025374855825,3.0,0.0,0.0008821850475869977,0
I103635307,I103635307,"University of California, Riverside",education,education,Other,US,6,0.0015378700499807767,4.0,0.00121698754916748,0.00019553196122604983,68
I104234503,I104234503,Hokkaido University of Science,education,education,Other,JP,1,0.0038446751249519417,10.0,0.0,2.088947078270808e-05,23
I104338594,I104338594,Inje University,education,education,Other,KR,2,0.00038446751249519417,1.0,0.0,5.949419061728527e-83,24
I10457146,I10457146,Universidad de Santiago de Chile,education,education,Other,CL,1,0.0,0.0,0.0,1.3210364050949612e-98,25
I104941359,I104941359,Al-Ahliyya Amman University,education,education,Other,JO,2,0.0034602076124567475,9.0,0.0012166918049270991,1.6623694315145021e-06,26
I10535382,I10535382,Chongqing University of Posts and Telecommunications,education,education,Other,CN,1,0.0011534025374855825,3.0,0.0,0.0010438151640284562,46
I105818395,I105818395,University of Kashan,education,education,Other,IR,1,0.0007689350249903883,2.0,0.0,8.535324391968169e-74,28
I106157433,I106157433,University of Kassel,education,education,Other,DE,1,0.016147635524798157,42.0,0.0,0.017756152897630963,12
I106165777,I106165777,University of Central Florida,education,education,Other,US,7,0.0057670126874279125,15.0,0.002877922198645732,0.0010666036911706593,12
I106296451,I106296451,University of Foggia,education,education,Other,IT,2,0.0015378700499807767,8.0,0.0,4.9388796209720424e-05,29
I106778892,I106778892,Princess Nourah bint Abdulrahman University,education,education,Other,SA,2,0.0030757400999615533,8.0,0.002431017655931151,8.640808090271458e-05,30
I106938459,I106938459,University of New Brunswick,education,education,Other,CA,1,0.0,0.0,0.0,1.3210364050949612e-98,31
I106969075,I106969075,Idaho State University,education,education,Other,US,1,0.002306805074971165,6.0,0.0,0.004657377919285476,0
I107077323,I107077323,Worcester Polytechnic Institute,education,education,Other,US,3,0.02114571318723568,55.0,0.00043580458547147493,0.008333007721610722,13
I107575416,I107575416,University of Aleppo,education,education,Other,SY,1,0.012687427912341408,33.0,0.0,0.004904223059901888,23
I107606265,I107606265,Broad Institute,nonprofit,nonprofit,Other,US,3,0.013071895424836602,38.0,1.5480098525081225e-05,0.04161431553363085,67
I107639228,I107639228,University of Notre Dame,education,education,Other,US,7,0.004998077662437524,13.0,0.0017310655618037385,0.0046080961495532004,46
I107672454,I107672454,Dartmouth College,education,education,Other,US,2,0.011918492887351018,32.0,7.759530827581577e-06,0.01952075499952697,67
I108192572,I108192572,HEC Montréal,education,education,Other,CA,2,0.014225297962322185,38.0,1.4052780488766651e-05,0.03722932092623191,67
I108290504,I108290504,University of Pisa,education,education,Other,IT,11,0.011918492887351018,35.0,0.004409627181225513,0.014432128462658355,68
I108403487,I108403487,Warsaw University of Technology,education,education,Other,PL,6,0.006151480199923107,17.0,0.008477508650519033,0.00869727398501431,18
I108468826,I108468826,Stevens Institute of Technology,education,education,Other,US,3,0.005382545174932718,14.0,3.227238607861446e-05,0.0033326845868080577,29
I108526665,I108526665,Fakir Mohan University,education,education,Other,IN,3,0.0015378700499807767,11.0,0.0,2.1624924490752842e-43,34
I109009565,I109009565,Dokkyo University,education,education,Other,JP,1,0.0038446751249519417,10.0,0.0,2.088947078270808e-05,23
I10947320,I10947320,South African Medical Research Council,other,unknown,Other,ZA,1,0.0019223375624759708,5.0,0.0,0.0035053949976642006,19
I109736498,I109736498,Canadian Institute for Advanced Research,facility,research_institute,Other,CA,3,0.012687427912341408,38.0,0.0,0.04090342790855662,67
I109935558,I109935558,Ningbo University,education,education,Other,CN,1,0.0007689350249903883,2.0,0.0,0.0005446484044151398,46
I109954829,I109954829,Agricultural University of Athens,education,education,Other,GR,3,0.00038446751249519417,3.0,0.0,2.679380146947152e-67,35
I110079840,I110079840,University of Hohenheim,education,education,Other,DE,1,0.0007689350249903883,2.0,0.0,8.479029393283445e-05,50
I110092051,I110092051,Brigham Young University–Hawaii,education,education,Other,US,2,0.00038446751249519417,1.0,0.0,2.8576486807625333e-06,18
I110120368,I110120368,"National Agency for New Technologies, Energy and Sustainable Economic Development",government,government,Other,IT,1,0.00038446751249519417,1.0,0.0,3.731091509799769e-06,50
I110166357,I110166357,University of Delhi,education,education,Other,IN,1,0.0019223375624759708,5.0,0.0,0.00044065567777081715,13
I11019714,I11019714,Universidade da Coruña,education,education,Other,ES,2,0.013071895424836602,34.0,0.0006086416467039305,0.010004912359545025,19
I111088046,I111088046,Boston University,education,education,Other,US,7,0.00461361014994233,18.0,0.0012435059493883023,0.010972234209787676,37
I11123151,I11123151,Northwest Missouri State University,education,education,Other,US,1,0.0,0.0,0.0,1.3210364050949612e-98,38
I111398093,I111398093,Kozminski University,education,education,Other,PL,3,0.004229142637447136,15.0,0.005456836128116404,0.0001242470694250536,18
I111483173,I111483173,King University,education,education,Other,US,3,0.002691272587466359,9.0,0.0,0.005723599505590177,46
I1118541,I1118541,University of East Anglia,education,education,Other,GB,1,0.012687427912341408,33.0,0.0,0.010002972461175237,19
I111950717,I111950717,Macau University of Science and Technology,education,education,Other,MO,12,0.00922722029988466,43.0,0.002187107522747663,0.03829202785608249,46
I111979921,I111979921,Northwestern University,education,education,Other,US,10,0.023452518262206845,75.0,0.004681491250495781,0.025211909190367976,7
I112612939,I112612939,California Western School of Law,education,education,Other,US,1,0.011149557862360632,29.0,0.0,0.015637037394683032,67
I112728665,I112728665,Hannam University,education,education,Other,KR,2,0.0011534025374855825,4.0,0.0,0.0006639532589738953,67
I112862951,I112862951,University of Messina,education,education,Other,IT,1,0.0,0.0,0.0,1.3210364050949612e-98,39
I113428412,I113428412,École Normale Supérieure de Lyon,education,education,Other,FR,1,0.002306805074971165,6.0,0.0,0.0019129178208440443,67
I113456305,I113456305,Leuphana University of Lüneburg,education,education,Other,DE,2,0.0011534025374855825,3.0,0.001824150474669506,0.00028140635048525697,12
I113940042,I113940042,Shanghai University,education,education,Other,CN,4,0.0030757400999615533,8.0,0.0006536736363725984,0.00039458967861704644,46
I114017466,I114017466,University of Technology Sydney,education,education,Other,AU,5,0.0019223375624759708,5.0,0.005454989369637582,0.00018278479792742456,18
