source,target,source_name,target_name,source_category,target_category,source_firm,target_firm,weight
I100005738,I4210110242,Brigham Young University,Digital Science (United States),education,company,Other,Other,1.0
I100005738,I1291425158,Brigham Young University,Google (United States),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I100066346,I873043661,University of Stuttgart,Voith (United States),education,company,Other,Other,1.0
I100066346,I3019562804,University of Stuttgart,BASF (United States),education,company,Other,Other,1.0
I100066346,I4210109704,University of Stuttgart,Bio Signal Group (United States),education,company,Other,Other,1.0
I100066346,I4210138066,University of Stuttgart,Insilixa (United States),education,company,Other,Other,1.0
I100066346,I4387154989,University of Stuttgart,Hugging Face,education,company,Other,Hugging Face,1.0
I100066346,I889804353,University of Stuttgart,Robert Bosch (Germany),education,company,Other,Other,1.0
I100135526,I126744593,BGI Group (China),"University of Maryland, Baltimore",company,education,Other,Other,1.0
I100135526,I149521062,BGI Group (China),University of Maryland Center for Environmental Science,company,education,Other,Other,1.0
I100135526,I191208505,BGI Group (China),Xiamen University,company,education,Other,Other,1.0
I100135526,I4210165038,BGI Group (China),University of Chinese Academy of Sciences,company,education,Other,Other,2.0
I100135526,I200769079,BGI Group (China),Hong Kong University of Science and Technology,company,education,Other,Other,1.0
I100296615,I112991645,École Nationale de l’Aviation Civile,Airbus (France),education,company,Other,Other,1.0
I10052268,I4210164862,New Mexico State University,Artificial Intelligence in Medicine (Canada),education,company,Other,Other,1.0
I10052268,RAW_XAI,New Mexico State University,xAI,education,company,Other,xAI,1.0
I100532134,I118019719,Université Claude Bernard Lyon 1,Roche (Switzerland),education,company,Other,Other,1.0
I100532134,I4210113058,Université Claude Bernard Lyon 1,Roche (United Kingdom),education,company,Other,Other,1.0
I100532134,I4210090411,Université Claude Bernard Lyon 1,Google DeepMind (United Kingdom),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I100532134,I4210113297,Université Claude Bernard Lyon 1,Google (United Kingdom),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I100532134,I4210101573,Université Claude Bernard Lyon 1,Octoly (France),education,company,Other,Other,2.0
I100532134,I3019562804,Université Claude Bernard Lyon 1,BASF (United States),education,company,Other,Other,1.0
I100532134,I4210109704,Université Claude Bernard Lyon 1,Bio Signal Group (United States),education,company,Other,Other,1.0
I100532134,I4210138066,Université Claude Bernard Lyon 1,Insilixa (United States),education,company,Other,Other,1.0
I100532134,I4387154989,Université Claude Bernard Lyon 1,Hugging Face,education,company,Other,Hugging Face,1.0
I100532134,I889804353,Université Claude Bernard Lyon 1,Robert Bosch (Germany),education,company,Other,Other,1.0
I100930933,I4210090411,University College Dublin,Google DeepMind (United Kingdom),education,company,Other,Google / Google DeepMind / DeepMind,2.0
I100930933,I4210113297,University College Dublin,Google (United Kingdom),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I100930933,I4210143272,University College Dublin,Camber Collective (United States),education,company,Other,Other,1.0
I100930933,I4210113748,University College Dublin,Midé Technology (United States),education,company,Other,Other,1.0
I101155339,I4575257,Korea Telecom (South Korea),Hanyang University,company,education,Other,Other,1.0
I101407740,I88773910,Chandigarh University,Intuit (United States),education,company,Other,Other,1.0
I101479585,I4210093653,South China Agricultural University,Midea Group (China),education,company,Other,Other,1.0
I102015815,I4210150323,Christian Brothers University,Cardinal Health (United States),education,company,Other,Other,1.0
I102134673,I4210155756,Linköping University,Institut für Biomedizinische Analytik und NMR Imaging (Germany),education,company,Other,Other,1.0
I102134673,I1291425158,Linköping University,Google (United States),education,company,Other,Google / Google DeepMind / DeepMind,2.0
I102149020,I4210153468,University of North Carolina at Charlotte,Microsoft (Canada),education,company,Other,Microsoft,1.0
I102149020,I4210118951,University of North Carolina at Charlotte,Craft Engineering Associates (United States),education,company,Other,Other,1.0
I102149020,I4210155268,University of North Carolina at Charlotte,Salesforce (United States),education,company,Other,Other,1.0
I102322142,I1286704778,"Rutgers, The State University of New Jersey",Rutherford Appleton Laboratory,education,company,Other,Apple,1.0
I102322142,I4210114634,"Rutgers, The State University of New Jersey",Global Phasing (United Kingdom),education,company,Other,Other,1.0
I102322142,I4210119461,"Rutgers, The State University of New Jersey",Convergent Science (United States),education,company,Other,Other,1.0
I102322142,I4210114444,"Rutgers, The State University of New Jersey",Meta (United States),education,company,Other,Other,1.0
I102322142,I12311892,"Rutgers, The State University of New Jersey",Eugene Applebaum College of Pharmacy and Health Sciences,education,company,Other,Apple,1.0
I102322142,I4210128910,"Rutgers, The State University of New Jersey",Group Sense (China),education,company,Other,Other,1.0
I102322142,I1291425158,"Rutgers, The State University of New Jersey",Google (United States),education,company,Other,Google / Google DeepMind / DeepMind,4.0
I102322142,I1302485747,"Rutgers, The State University of New Jersey",Verizon (United States),education,company,Other,Other,1.0
I102322142,I1311688040,"Rutgers, The State University of New Jersey",Amazon (United States),education,company,Other,Amazon,2.0
I102322142,I145325580,"Rutgers, The State University of New Jersey",Deloitte (United States),education,company,Other,Other,1.0
I102322142,I4210090411,"Rutgers, The State University of New Jersey",Google DeepMind (United Kingdom),education,company,Other,Google / Google DeepMind / DeepMind,3.0
I102322142,I4210113297,"Rutgers, The State University of New Jersey",Google (United Kingdom),education,company,Other,Google / Google DeepMind / DeepMind,2.0
I102322142,I4210161460,"Rutgers, The State University of New Jersey",OpenAI (United States),education,company,Other,OpenAI,1.0
I102322142,I4210106675,"Rutgers, The State University of New Jersey",Invenio Imaging (United States),education,company,Other,Other,1.0
I102322142,RAW_META,"Rutgers, The State University of New Jersey",Meta AI,education,company,Other,Meta,1.0
I102322142,I4210123151,"Rutgers, The State University of New Jersey",Rütgers (Germany),education,company,Other,Other,1.0
I102322142,I4210159835,"Rutgers, The State University of New Jersey",Perceptive Engineering (United Kingdom),education,company,Other,Other,1.0
I102322142,I4210155268,"Rutgers, The State University of New Jersey",Salesforce (United States),education,company,Other,Other,1.0
I102322142,I2800104224,"Rutgers, The State University of New Jersey",Blackstone (United States),education,company,Other,Other,1.0
I102322142,I4210164937,"Rutgers, The State University of New Jersey",Microsoft Research (United Kingdom),education,company,Other,Microsoft,1.0
I102322142,I55884533,"Rutgers, The State University of New Jersey",BlackRock (United States),education,company,Other,Other,1.0
I102335020,I1283382300,Karlsruhe Institute of Technology,BMW (Germany),education,company,Other,Other,1.0
I102335020,I1319473763,Karlsruhe Institute of Technology,Volkswagen Group (Germany),education,company,Other,Other,1.0
I102335020,I1322300227,Karlsruhe Institute of Technology,Audi (Germany),education,company,Other,Other,1.0
I102335020,I147869694,Karlsruhe Institute of Technology,Continental (Germany),education,company,Other,Other,1.0
I102335020,I220619192,Karlsruhe Institute of Technology,Valeo (France),education,company,Other,Other,1.0
I102335020,I254181534,Karlsruhe Institute of Technology,ZF Friedrichshafen (Germany),education,company,Other,Other,1.0
I102335020,I889804353,Karlsruhe Institute of Technology,Robert Bosch (Germany),education,company,Other,Other,1.0
I102335020,I4210087094,Karlsruhe Institute of Technology,Syngenta (United Kingdom),education,company,Other,Other,1.0
I102335020,I4210087817,Karlsruhe Institute of Technology,Software (Germany),education,company,Other,Other,2.0
I102335020,I4210123028,Karlsruhe Institute of Technology,Thales (Germany),education,company,Other,Other,1.0
I102502594,I1304085615,Northern Illinois University,Nvidia (United Kingdom),education,company,Other,NVIDIA,1.0
I102782458,I44677085,Chittagong University of Engineering & Technology,Bühler (United Kingdom),education,company,Other,Other,1.0
I103163165,I4210128994,Florida State University,In-Situ (United States),education,company,Other,Other,1.0
I103531236,I4210093804,Boston College,Accenture (Ireland),education,company,Other,Other,1.0
I103531236,I4210096190,Boston College,Accenture (Italy),education,company,Other,Other,1.0
I103531236,I4210099672,Boston College,Accenture (United States),education,company,Other,Other,1.0
I103562704,I190861549,ESI Group (France),Arts et Métiers,company,education,Other,Other,1.0
I103562704,I255234318,ESI Group (France),Universidad de Zaragoza,company,education,Other,Other,1.0
I103635307,I4210148469,"University of California, Riverside",Visa (United States),education,company,Other,Other,1.0
I103635307,I4210164937,"University of California, Riverside",Microsoft Research (United Kingdom),education,company,Other,Microsoft,1.0
I103635307,I4210143370,"University of California, Riverside",Arista (United States),education,company,Other,Other,1.0
I103635307,I44677085,"University of California, Riverside",Bühler (United Kingdom),education,company,Other,Other,1.0
I104234503,I4210129365,Hokkaido University of Science,Navitas Systems (United States),education,company,Other,Other,1.0
I105036370,I91136226,AstraZeneca (United Kingdom),University of Sheffield,company,education,Other,Other,1.0
I106118109,I1291425158,Eötvös Loránd University,Google (United States),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I106118109,I4210090411,Eötvös Loránd University,Google DeepMind (United Kingdom),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I106118109,I4210113297,Eötvös Loránd University,Google (United Kingdom),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I106165777,I1311688040,University of Central Florida,Amazon (United States),education,company,Other,Amazon,1.0
I106165777,I4210167018,University of Central Florida,Interaction Design (United Kingdom),education,company,Other,Other,1.0
I106165777,I4210101778,University of Central Florida,Samsung (United States),education,company,Other,Other,1.0
I106165777,I1291425158,University of Central Florida,Google (United States),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I106165777,I4210159412,University of Central Florida,Intelligent Machines (Sweden),education,company,Other,Other,1.0
I106778892,I4210167079,Princess Nourah bint Abdulrahman University,Nano Carbon (Poland),education,company,Other,Other,1.0
I106785703,I4210101573,Institut polytechnique de Grenoble,Octoly (France),education,company,Other,Other,2.0
I106826634,I4210132248,Jain University,Varsha Bioscience and Technology (India),education,company,Other,Other,1.0
I106980716,I4210127762,Adamawa State University,Coventry (United Kingdom),education,company,Other,Other,1.0
I106994412,I3923682,Sinopec (China),Soochow University,company,education,Other,Other,1.0
I106994412,I189196454,Sinopec (China),The University of Texas at Arlington,company,education,Other,Other,1.0
I106994412,I177725633,Sinopec (China),Chinese University of Hong Kong,company,education,Other,Other,1.0
I106994412,I27357992,Sinopec (China),Dalian University of Technology,company,education,Other,Other,1.0
I106994412,I177739611,Sinopec (China),Yangtze University,company,education,Other,Other,1.0
I106994412,I4210162190,Sinopec (China),"China University of Petroleum, East China",company,education,Other,Other,1.0
I107077323,I134140186,Worcester Polytechnic Institute,NIIT (India),education,company,Other,Other,1.0
I107077323,I245417339,Worcester Polytechnic Institute,Vodafone (Germany),education,company,Other,Other,1.0
I107077323,I45928872,Worcester Polytechnic Institute,Alibaba Group (China),education,company,Other,Other,1.0
I107575416,I4210161436,University of Aleppo,Neurotrack Technologies (United States),education,company,Other,Other,1.0
I107639228,I4210151458,University of Notre Dame,Microsoft (Belgium),education,company,Other,Microsoft,1.0
I107639228,I4210089985,University of Notre Dame,Amazon (Germany),education,company,Other,Amazon,1.0
I107639228,I4210113369,University of Notre Dame,Microsoft Research Asia (China),education,company,Other,Microsoft,1.0
I107639228,I145325580,University of Notre Dame,Deloitte (United States),education,company,Other,Other,1.0
I107672454,I4210128994,Dartmouth College,In-Situ (United States),education,company,Other,Other,1.0
I107672454,I4210113520,Dartmouth College,Brain (Germany),education,company,Other,Other,1.0
I107672454,I1290206253,Dartmouth College,Microsoft (United States),education,company,Other,Microsoft,2.0
I108103353,I4210097190,Universidad de Valladolid,Telefónica (Spain),education,company,Other,Other,2.0
I108103353,I4210134591,Universidad de Valladolid,Telefonica Research and Development,education,company,Other,Other,2.0
I108192572,I1341412227,HEC Montréal,IBM (United States),education,company,Other,Other,1.0
I108192572,I17170469,HEC Montréal,Solvay (Belgium),education,company,Other,Other,1.0
I108192572,I4210090411,HEC Montréal,Google DeepMind (United Kingdom),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I108192572,I4210110431,HEC Montréal,Microsoft (Netherlands),education,company,Other,Microsoft,1.0
I108192572,I4210113297,HEC Montréal,Google (United Kingdom),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I108192572,I4210113369,HEC Montréal,Microsoft Research Asia (China),education,company,Other,Microsoft,1.0
I108192572,I4210127875,HEC Montréal,Nvidia (United States),education,company,Other,NVIDIA,1.0
I108192572,I4210153546,HEC Montréal,Flatiron Health (United States),education,company,Other,Other,1.0
I108192572,I4210164862,HEC Montréal,Artificial Intelligence in Medicine (Canada),education,company,Other,Other,1.0
I108192572,I4210161460,HEC Montréal,OpenAI (United States),education,company,Other,OpenAI,1.0
I108290504,I4210107374,University of Pisa,OHB (Italy),education,company,Other,Other,1.0
I108290504,I4210166206,University of Pisa,Medical Technologies (Czechia),education,company,Other,Other,1.0
I108403487,RAW_XAI,Warsaw University of Technology,xAI,education,company,Other,xAI,1.0
I108403487,RAW_MICROSOFT,Warsaw University of Technology,Microsoft Research,education,company,Other,Microsoft,1.0
I108688024,I2250653659,Qingdao University,Tencent (China),education,company,Other,Other,1.0
I108688024,I4210158968,Qingdao University,C & L Instruments (United States),education,company,Other,Other,1.0
I108688024,I4210108778,Qingdao University,Fresenius (Germany),education,company,Other,Other,1.0
I109009565,I4210129365,Dokkyo University,Navitas Systems (United States),education,company,Other,Other,1.0
I109556086,I139759216,Autoliv (Sweden),Beijing University of Posts and Telecommunications,company,education,Other,Other,1.0
I109556086,I205783295,Autoliv (Sweden),Cornell University,company,education,Other,Other,1.0
I109556086,I76130692,Autoliv (Sweden),Zhejiang University,company,education,Other,Other,1.0
I109689652,I97750245,FPT University,Software (Spain),education,company,Other,Other,1.0
I109935558,I4210119975,Ningbo University,Beijing Institute of Power Machinery (China),education,company,Other,Other,1.0
I110002522,I4387154989,University of Essex,Hugging Face,education,company,Other,Hugging Face,1.0
I110002522,RAW_HUGGING_FACE,University of Essex,Hugging Face,education,company,Other,Hugging Face,1.0
I110092051,I165638839,Brigham Young University–Hawaii,Huntsman (United States),education,company,Other,Other,1.0
I11019714,I4210140114,Universidade da Coruña,Scripps (United States),education,company,Other,Other,1.0
I110507236,I111979921,Gates (United States),Northwestern University,company,education,Other,Other,1.0
I111088046,I4210107374,Boston University,OHB (Italy),education,company,Other,Other,1.0
I111088046,I1291425158,Boston University,Google (United States),education,company,Other,Google / Google DeepMind / DeepMind,2.0
I111088046,I4210117425,Boston University,Google (Israel),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I111088046,I1290206253,Boston University,Microsoft (United States),education,company,Other,Microsoft,1.0
I111088046,I4210120706,Boston University,Urban Planning & Design Institute of Shenzhen (China),education,company,Other,Other,1.0
I111088046,I4210100977,Boston University,IBM (Ireland),education,company,Other,Other,1.0
I111149068,I4210103986,National Defense University,Jingdong (China),education,company,Other,Other,1.0
I111149068,I4210110242,National Defense University,Digital Science (United States),education,company,Other,Other,1.0
I111236770,I4210159412,University of Vermont,Intelligent Machines (Sweden),education,company,Other,Other,1.0
I111262870,RAW_NVIDIA,Universitat de Miguel Hernández d'Elx,NVIDIA,education,company,Other,NVIDIA,1.0
I111398093,RAW_MICROSOFT,Kozminski University,Microsoft Research,education,company,Other,Microsoft,1.0
I111483173,I4210163239,King University,Helix (United States),education,company,Other,Other,1.0
I111483173,I1306409833,King University,Adobe Systems (United States),education,company,Other,Other,1.0
I111483173,I4210095624,King University,Alibaba Group (United States),education,company,Other,Other,1.0
I111753288,I180662265,Fujian Normal University,China Mobile (China),education,company,Other,Other,1.0
I1118541,I4210140114,University of East Anglia,Scripps (United States),education,company,Other,Other,1.0
I111950717,I4210116219,Macau University of Science and Technology,Engineering Systems (United States),education,company,Other,Other,1.0
I111979921,I1290206253,Northwestern University,Microsoft (United States),education,company,Other,Microsoft,2.0
I111979921,I1341412227,Northwestern University,IBM (United States),education,company,Other,Other,2.0
I111979921,I4210161521,Northwestern University,AIL Research (United States),education,company,Other,Other,1.0
I111979921,I4387155459,Northwestern University,K&L Gates (United States),education,company,Other,Other,1.0
I111979921,I1291425158,Northwestern University,Google (United States),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I111979921,I4210148186,Northwestern University,Google (Canada),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I111979921,I4210164862,Northwestern University,Artificial Intelligence in Medicine (Canada),education,company,Other,Other,1.0
I111979921,I166311279,Northwestern University,Wacom (Japan),education,company,Other,Other,1.0
I111979921,I4210097178,Northwestern University,Behavioral Pharma (United States),education,company,Other,Other,1.0
I111979921,I4210113003,Northwestern University,Physical Sciences (United States),education,company,Other,Other,1.0
I111979921,I4210151799,Northwestern University,Siemens Healthcare (United States),education,company,Other,Other,1.0
I111979921,I1343180700,Northwestern University,Intel (United States),education,company,Other,Other,1.0
I111979921,I2250653659,Northwestern University,Tencent (China),education,company,Other,Other,1.0
I111979921,I4210113748,Northwestern University,Midé Technology (United States),education,company,Other,Other,1.0
I111979921,I4210113369,Northwestern University,Microsoft Research Asia (China),education,company,Other,Microsoft,1.0
I111979921,I4210153546,Northwestern University,Flatiron Health (United States),education,company,Other,Other,1.0
I112048516,I136199984,BG Group (United Kingdom),Harvard University,company,education,Other,Other,1.0
I112048516,I27837315,BG Group (United Kingdom),University of Michigan,company,education,Other,Other,1.0
I112048516,I4210119109,BG Group (United Kingdom),Indiana University Bloomington,company,education,Other,Other,1.0
I112048516,I62916508,BG Group (United Kingdom),Technical University of Munich,company,education,Other,Other,1.0
I112048516,I63966007,BG Group (United Kingdom),Massachusetts Institute of Technology,company,education,Other,Other,1.0
I112048516,I74973139,BG Group (United Kingdom),Carnegie Mellon University,company,education,Other,Other,1.0
I112048516,I78577930,BG Group (United Kingdom),Columbia University,company,education,Other,Other,1.0
I112048516,I79576946,BG Group (United Kingdom),University of Pennsylvania,company,education,Other,Other,1.0
I112048516,I86519309,BG Group (United Kingdom),The University of Texas at Austin,company,education,Other,Other,1.0
I112048516,I95457486,BG Group (United Kingdom),"University of California, Berkeley",company,education,Other,Other,1.0
I112048516,I97018004,BG Group (United Kingdom),Stanford University,company,education,Other,Other,1.0
I112991645,I17866349,Airbus (France),Université Fédérale de Toulouse Midi-Pyrénées,company,education,Other,Other,1.0
I112991645,I193033237,Airbus (France),Institut Superieur de l'Aeronautique et de l'Espace (ISAE-SUPAERO),company,education,Other,Other,1.0
I113428412,I4210090411,École Normale Supérieure de Lyon,Google DeepMind (United Kingdom),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I113428412,I4210113297,École Normale Supérieure de Lyon,Google (United Kingdom),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I113428412,I4210101573,École Normale Supérieure de Lyon,Octoly (France),education,company,Other,Other,2.0
I113508548,I1291425158,Albany State University,Google (United States),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I113940042,I4210093653,Shanghai University,Midea Group (China),education,company,Other,Other,1.0
I113940042,I2250653659,Shanghai University,Tencent (China),education,company,Other,Other,1.0
I113979032,I136199984,Twitter (United States),Harvard University,company,education,Other,Other,1.0
I113979032,I75747061,Twitter (United States),Geisinger Commonwealth School of Medicine,company,education,Other,Other,1.0
I114017466,I4210166206,University of Technology Sydney,Medical Technologies (Czechia),education,company,Other,Other,1.0
I114017466,I2250653659,University of Technology Sydney,Tencent (China),education,company,Other,Other,1.0
I114017466,I4401726859,University of Technology Sydney,Kuaishou (China),education,company,Other,Other,1.0
I114017466,I4210116328,University of Technology Sydney,Precision for Medicine (United States),education,company,Other,Other,1.0
I114017466,I1291425158,University of Technology Sydney,Google (United States),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I114017466,I4210105785,University of Technology Sydney,Intelligent Systems Research (United States),education,company,Other,Other,1.0
I114027177,I1306409833,University of North Carolina at Chapel Hill,Adobe Systems (United States),education,company,Other,Other,1.0
I114027177,I4210089985,University of North Carolina at Chapel Hill,Amazon (Germany),education,company,Other,Amazon,1.0
I114027177,I5626980,University of North Carolina at Chapel Hill,Enamine (Ukraine),education,company,Other,Other,1.0
I114027177,I58957048,University of North Carolina at Chapel Hill,Yandex (Russia),education,company,Other,Other,1.0
I114027177,I4387154989,University of North Carolina at Chapel Hill,Hugging Face,education,company,Other,Hugging Face,1.0
I114027177,I74786994,University of North Carolina at Chapel Hill,Kitware (United States),education,company,Other,Other,1.0
I114027177,I1290206253,University of North Carolina at Chapel Hill,Microsoft (United States),education,company,Other,Microsoft,1.0
I114027177,I1341412227,University of North Carolina at Chapel Hill,IBM (United States),education,company,Other,Other,1.0
I114027177,I4401726811,University of North Carolina at Chapel Hill,Hartford Financial Services (United States),education,company,Other,Other,1.0
I114090438,I2801857525,Goethe University Frankfurt,Kellogg's (Canada),education,company,Other,Other,1.0
I114090438,I1291425158,Goethe University Frankfurt,Google (United States),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I114090438,I4210102029,Goethe University Frankfurt,AstroTec Holding (Netherlands),education,company,Other,Other,1.0
I114090438,I4210131439,Goethe University Frankfurt,Applied Mathematics (United States),education,company,Other,Other,1.0
I114090438,I4210143820,Goethe University Frankfurt,Atmospheric and Space Technology Research Associates (United States),education,company,Other,Other,1.0
I114090438,I4210153546,Goethe University Frankfurt,Flatiron Health (United States),education,company,Other,Other,1.0
I114090438,I4210108778,Goethe University Frankfurt,Fresenius (Germany),education,company,Other,Other,1.0
I114112103,I4210163196,Leibniz University Hannover,Signify (Netherlands),education,company,Other,Other,1.0
I114457229,I4210090769,University of Geneva,Virtual Power Solutions (Portugal),education,company,Other,Other,1.0
I114457229,I4210086985,University of Geneva,FIT Consulting (Italy),education,company,Other,Other,1.0
I114457229,I4210112964,University of Geneva,Taylor Wimpey (United Kingdom),education,company,Other,Other,1.0
I114457229,I4210110242,University of Geneva,Digital Science (United States),education,company,Other,Other,1.0
I114531698,I2250653659,Tokyo Institute of Technology,Tencent (China),education,company,Other,Other,1.0
I114531698,I4210112104,Tokyo Institute of Technology,Innovative Research (United States),education,company,Other,Other,1.0
I114531698,I70745867,Tokyo Institute of Technology,KLA (United States),education,company,Other,Other,1.0
I115209984,I118501908,Albemarle (United States),National Research University Higher School of Economics,company,education,Other,Other,1.0
I115209984,I153845743,Albemarle (United States),Moscow Institute of Physics and Technology,company,education,Other,Other,1.0
I115209984,I4210123447,Albemarle (United States),London Institute for Mathematical Sciences,company,education,Other,Other,1.0
I115441956,I1291425158,Buffalo State University,Google (United States),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I115441956,I4210136069,Buffalo State University,DryScrub (United States),education,company,Other,Other,1.0
I115441956,I4210138804,Buffalo State University,Oncoscience (Germany),education,company,Other,Other,1.0
I115441956,I4210140943,Buffalo State University,REALITY Publishing (United States),education,company,Other,Other,1.0
I115475287,I134140186,Oklahoma State University,NIIT (India),education,company,Other,Other,1.0
I115592961,I4210161436,Jiangsu University,Neurotrack Technologies (United States),education,company,Other,Other,1.0
I115752224,I135428043,University of Insubria,Cisco Systems (United States),education,company,Other,Other,1.0
I115891769,I4210128994,Universidade dos Açores,In-Situ (United States),education,company,Other,Other,1.0
I116121188,I129604602,Dolby (Netherlands),The University of Sydney,company,education,Other,Other,1.0
I116265982,I4210093653,Qinghai University,Midea Group (China),education,company,Other,Other,1.0
I116631150,I2250650973,Ulsan College,Samsung (South Korea),education,company,Other,Other,1.0
I116660002,I4210125051,The Max Stern Yezreel Valley College,Microsoft (Israel),education,company,Other,Microsoft,1.0
I116953780,I4210128910,Tongji University,Group Sense (China),education,company,Other,Other,1.0
I116953780,I4210095624,Tongji University,Alibaba Group (United States),education,company,Other,Other,1.0
I116953780,I1292974536,Tongji University,Ford Motor Company (United States),education,company,Other,Other,1.0
I116953780,I4210153682,Tongji University,Intelligent Health (United Kingdom),education,company,Other,Other,1.0
I116953780,I4210105785,Tongji University,Intelligent Systems Research (United States),education,company,Other,Other,1.0
I116953780,I4210164117,Tongji University,Walker (United States),education,company,Other,Other,1.0
I116953780,I4210094623,Tongji University,Jiuquan Iron & Steel (China),education,company,Other,Other,1.0
I116953780,I4210118119,Tongji University,Insilicos (United States),education,company,Other,Other,1.0
I116953780,I4210160756,Tongji University,Insilico Biotechnology (Germany),education,company,Other,Other,1.0
I116953780,I180662265,Tongji University,China Mobile (China),education,company,Other,Other,1.0
I11701301,I4210116219,Griffith University,Engineering Systems (United States),education,company,Other,Other,1.0
I11701301,I4210135679,Griffith University,Antea Group (France),education,company,Other,Other,1.0
I11701301,I4210155268,Griffith University,Salesforce (United States),education,company,Other,Other,1.0
I1174212,I4210105678,University of Southern California,Microsoft (Finland),education,company,Other,Microsoft,1.0
I1174212,I1286704778,University of Southern California,Rutherford Appleton Laboratory,education,company,Other,Apple,1.0
I1174212,I4210114634,University of Southern California,Global Phasing (United Kingdom),education,company,Other,Other,1.0
I1174212,I4210119461,University of Southern California,Convergent Science (United States),education,company,Other,Other,1.0
I1174212,I4210087747,University of Southern California,Creative Technologies (United States),education,company,Other,Other,3.0
I1174212,I1291425158,University of Southern California,Google (United States),education,company,Other,Google / Google DeepMind / DeepMind,5.0
I1174212,RAW_NVIDIA,University of Southern California,NVIDIA,education,company,Other,NVIDIA,2.0
I1174212,I4210127875,University of Southern California,Nvidia (United States),education,company,Other,NVIDIA,1.0
I1174212,I4210116219,University of Southern California,Engineering Systems (United States),education,company,Other,Other,1.0
I1174212,I4210161460,University of Southern California,OpenAI (United States),education,company,Other,OpenAI,1.0
I1174212,I45928872,University of Southern California,Alibaba Group (China),education,company,Other,Other,1.0
I1174212,RAW_META,University of Southern California,Meta AI,education,company,Other,Meta,1.0
I1174212,I4210116895,University of Southern California,Art Innovation (Netherlands),education,company,Other,Other,1.0
I1174212,I4210164862,University of Southern California,Artificial Intelligence in Medicine (Canada),education,company,Other,Other,1.0
I1174212,I4210090411,University of Southern California,Google DeepMind (United Kingdom),education,company,Other,Google / Google DeepMind / DeepMind,2.0
I1174212,I4210153468,University of Southern California,Microsoft (Canada),education,company,Other,Microsoft,1.0
I1174212,I4402554038,University of Southern California,Microsoft Research Montréal (Canada),education,company,Other,Microsoft,1.0
I1174212,I169724904,University of Southern California,Zimmer Biomet (Netherlands),education,company,Other,Other,1.0
I1174212,I1304132090,University of Southern California,Sony (Taiwan),education,company,Other,Other,1.0
I1174212,I2800278093,University of Southern California,Sony Corporation (United States),education,company,Other,Other,1.0
I1174212,I4210108547,University of Southern California,EarthTech International (United States),education,company,Other,Other,1.0
I1174212,I4210136069,University of Southern California,DryScrub (United States),education,company,Other,Other,1.0
I1174212,I4210138804,University of Southern California,Oncoscience (Germany),education,company,Other,Other,1.0
I1174212,I4210140943,University of Southern California,REALITY Publishing (United States),education,company,Other,Other,1.0
I1174212,I4210113297,University of Southern California,Google (United Kingdom),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I117532281,I2250653659,Guangzhou University of Chinese Medicine,Tencent (China),education,company,Other,Other,2.0
I117532281,I4210167079,Guangzhou University of Chinese Medicine,Nano Carbon (Poland),education,company,Other,Other,1.0
I117965899,I1291425158,University of Hawaiʻi at Mānoa,Google (United States),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I117965899,I4210102029,University of Hawaiʻi at Mānoa,AstroTec Holding (Netherlands),education,company,Other,Other,1.0
I117965899,I4210131439,University of Hawaiʻi at Mānoa,Applied Mathematics (United States),education,company,Other,Other,1.0
I117965899,I4210143820,University of Hawaiʻi at Mānoa,Atmospheric and Space Technology Research Associates (United States),education,company,Other,Other,1.0
I117965899,I4210153546,University of Hawaiʻi at Mānoa,Flatiron Health (United States),education,company,Other,Other,1.0
I117965899,I4210128910,University of Hawaiʻi at Mānoa,Group Sense (China),education,company,Other,Other,1.0
I118019719,I1339471597,Roche (Switzerland),Humanitas University,company,education,Other,Other,1.0
I118019719,I165779595,Roche (Switzerland),The University of Melbourne,company,education,Other,Other,2.0
I118019719,I204465549,Roche (Switzerland),Washington University in St. Louis,company,education,Other,Other,1.0
I118019719,I21250087,Roche (Switzerland),Charles University,company,education,Other,Other,1.0
I118019719,I27837315,Roche (Switzerland),University of Michigan,company,education,Other,Other,1.0
I118019719,I385303915,Roche (Switzerland),Wroclaw Medical University,company,education,Other,Other,1.0
I118019719,I75124487,Roche (Switzerland),Gdańsk Medical University,company,education,Other,Other,1.0
